Startup_ID,Name,Sector,Sub-Sector,City,State,Founded_Year,Founder_Name,Funding_Stage,Investment_Type,Amount_Raised,Investors_Count,Lead_Investor,Co-Investors,Valuation_Post_Funding,Revenue,Profitability,Number_of_Employees,Tech_Stack,Primary_Product,Customer_Base_Size,Growth_Rate,Exit_Status,Acquisition_Details,Funding_Date,Pitch_Deck_Link,Social_Media_Followers,Competitors,Patents,ESG_Score,Diversity_Index,Net_Impact_Score
7bec0c4c,Startup_7697,FoodTech,Sub_6,Delhi,Delhi,2017,Founder_502,Series C,Convertible Note,5712693,10,Investor_39,Investor_996,86567812,3130145,Yes,355,AI,Product_8,59153,16.69,Yes,,2020-10-05,http://example.com/pitchdeck/7697,20839,Competitor_15,8,2.42,71.23,7.75
237169bf,Startup_7698,AgriTech,Sub_2,Pune,Delhi,2018,Founder_588,Series B,Grant,7454590,1,Investor_19,Investor_647,31958825,1055795,Yes,352,Blockchain,Product_12,34088,33.5,No,,2017-02-24,http://example.com/pitchdeck/7698,79131,Competitor_64,7,6.16,62.69,7.37
89d688e7,Startup_7699,AgriTech,Sub_2,Bangalore,Karnataka,2022,Founder_309,Series B,Debt,6784666,3,Investor_175,Investor_699,81551751,1998393,Yes,202,IoT,Product_30,87026,36.84,No,Acquirer_123,2018-05-19,http://example.com/pitchdeck/7699,91866,Competitor_37,8,6.46,57.05,6.75
afcdd5fe,Startup_7700,AgriTech,Sub_5,Hyderabad,Telangana,2009,Founder_436,Series C,Equity,5212462,9,Investor_486,Investor_861,27343130,1422849,Yes,265,AR/VR,Product_47,60377,45.37,Yes,,2020-12-02,http://example.com/pitchdeck/7700,29111,Competitor_88,16,3.52,34.79,9.42
2560ec95,Startup_7701,FinTech,Sub_3,Hyderabad,Telangana,2011,Founder_99,IPO,Debt,6792077,9,Investor_500,Investor_848,46624857,4033431,Yes,266,Big Data,Product_5,47330,29.04,No,,2021-06-26,http://example.com/pitchdeck/7701,83536,Competitor_46,20,8.8,51.26,3.6
84cf12c9,Startup_7702,TravelTech,Sub_3,Pune,Tamil Nadu,2014,Founder_273,Series D,Grant,9924936,4,Investor_276,Investor_924,8952838,1826060,Yes,67,Cloud,Product_30,54597,29.03,Yes,,2023-10-26,http://example.com/pitchdeck/7702,24537,Competitor_99,16,5.54,68.37,3.19
3af67293,Startup_7703,HealthTech,Sub_6,Bangalore,Maharashtra,2019,Founder_925,Series C,Debt,1467524,4,Investor_37,Investor_604,86236005,3396321,Yes,10,AR/VR,Product_38,34515,41.98,No,Acquirer_651,2016-08-18,http://example.com/pitchdeck/7703,38305,Competitor_83,5,3.09,22.47,4.9
07774bb3,Startup_7704,AgriTech,Sub_6,Hyderabad,Maharashtra,2018,Founder_561,Series A,Convertible Note,2804376,10,Investor_299,Investor_767,55203395,831383,Yes,453,Big Data,Product_46,24091,27.32,No,,2020-10-22,http://example.com/pitchdeck/7704,67950,Competitor_3,5,6.54,39.37,5.44
3fa056f8,Startup_7705,TravelTech,Sub_8,Delhi,Delhi,2011,Founder_178,Series A,Debt,461297,9,Investor_423,Investor_819,14531921,2391637,No,51,IoT,Product_41,94564,28.15,Yes,,2015-06-18,http://example.com/pitchdeck/7705,46974,Competitor_60,1,2.46,36.17,2.13
8312ed1a,Startup_7706,HealthTech,Sub_8,Bangalore,Karnataka,2022,Founder_883,Series D,Convertible Note,5277422,7,Investor_411,Investor_939,59791415,614832,No,323,Blockchain,Product_26,12370,48.52,No,Acquirer_986,2016-06-06,http://example.com/pitchdeck/7706,73267,Competitor_18,1,1.14,39.4,6.22
1e095ccc,Startup_7707,FoodTech,Sub_5,Mumbai,Maharashtra,2023,Founder_475,Seed,Convertible Note,4243584,4,Investor_173,Investor_580,29602897,1440675,Yes,456,IoT,Product_48,69980,11.88,Yes,Acquirer_515,2015-05-09,http://example.com/pitchdeck/7707,75599,Competitor_12,13,2.55,73.03,7.74
6eb80620,Startup_7708,HealthTech,Sub_1,Chennai,Karnataka,2008,Founder_205,Series A,Convertible Note,5758415,7,Investor_354,Investor_580,2743008,3947527,Yes,170,Big Data,Product_50,69124,7.29,No,,2015-11-21,http://example.com/pitchdeck/7708,39972,Competitor_71,15,9.23,71.3,5.76
eef28eaf,Startup_7709,Retail,Sub_8,Hyderabad,Tamil Nadu,2021,Founder_810,Series A,Debt,9505700,6,Investor_394,Investor_988,79334128,3019152,No,70,AI,Product_4,32424,48.24,Yes,,2018-10-02,http://example.com/pitchdeck/7709,14071,Competitor_90,1,9.87,33.67,6.3
e2e5b72c,Startup_7710,Retail,Sub_3,Pune,Maharashtra,2005,Founder_2,Seed,Convertible Note,2447949,8,Investor_26,Investor_642,32053403,1338354,Yes,397,AI,Product_11,57925,29.82,No,,2016-10-24,http://example.com/pitchdeck/7710,85105,Competitor_87,3,8.26,27.9,4.92
311c42a8,Startup_7711,HealthTech,Sub_2,Pune,Telangana,2020,Founder_747,IPO,Convertible Note,3382129,1,Investor_403,Investor_961,26132339,1887884,No,424,Cloud,Product_39,34160,23.18,Yes,,2018-09-12,http://example.com/pitchdeck/7711,82332,Competitor_9,13,7.82,36.55,6.92
17e360f9,Startup_7712,HealthTech,Sub_5,Pune,Maharashtra,2004,Founder_894,Series A,Grant,5857902,7,Investor_435,Investor_644,68577589,274311,No,104,IoT,Product_6,91834,27.76,Yes,,2023-09-20,http://example.com/pitchdeck/7712,54658,Competitor_57,5,8.2,75.06,4.79
103a433f,Startup_7713,TravelTech,Sub_10,Bangalore,Tamil Nadu,2013,Founder_726,Series C,Convertible Note,2473682,6,Investor_156,Investor_518,29214130,1381769,No,210,Big Data,Product_36,79689,20.03,No,Acquirer_1000,2017-10-10,http://example.com/pitchdeck/7713,52602,Competitor_17,5,2.51,55.2,5.31
f48166dd,Startup_7714,FoodTech,Sub_6,Pune,Tamil Nadu,2009,Founder_434,Series B,Grant,9467450,2,Investor_266,Investor_736,99122040,3502437,No,264,AR/VR,Product_8,32185,17.92,Yes,,2016-06-04,http://example.com/pitchdeck/7714,21272,Competitor_48,12,5.43,73.66,6.24
71656a30,Startup_7715,EdTech,Sub_4,Pune,Karnataka,2010,Founder_97,Series D,Debt,8890705,1,Investor_337,Investor_535,77210911,4778780,Yes,83,Blockchain,Product_12,88053,8.13,No,,2018-05-04,http://example.com/pitchdeck/7715,91787,Competitor_68,9,4.82,39.92,9.77
2d314ecd,Startup_7716,TravelTech,Sub_1,Bangalore,Karnataka,2017,Founder_566,Series B,Debt,9818389,8,Investor_277,Investor_577,62197204,261096,No,45,Cloud,Product_35,47994,42.55,No,,2018-09-27,http://example.com/pitchdeck/7716,75575,Competitor_63,6,4.77,24.89,3.08
54b65da6,Startup_7717,HealthTech,Sub_2,Pune,Karnataka,2008,Founder_353,Seed,Equity,4682224,8,Investor_77,Investor_509,31376209,1196579,Yes,110,IoT,Product_6,53270,27.64,No,,2017-03-27,http://example.com/pitchdeck/7717,64281,Competitor_83,17,2.89,25.76,3.47
e7f0e050,Startup_7718,FoodTech,Sub_2,Hyderabad,Tamil Nadu,2002,Founder_870,Series D,Debt,8735625,9,Investor_22,Investor_543,54683027,4340620,Yes,149,AI,Product_9,94794,23.42,No,,2016-04-22,http://example.com/pitchdeck/7718,23493,Competitor_72,10,2.1,73.11,2.26
adc09a23,Startup_7719,EdTech,Sub_7,Pune,Maharashtra,2019,Founder_530,Series B,Debt,1385117,2,Investor_210,Investor_737,67777087,3004470,Yes,458,Blockchain,Product_2,94825,6.94,No,,2023-08-10,http://example.com/pitchdeck/7719,85088,Competitor_80,10,2.66,32.54,7.53
d706f7c5,Startup_7720,HealthTech,Sub_7,Pune,Delhi,2003,Founder_519,Series D,Debt,391390,9,Investor_122,Investor_1000,21366899,4096918,No,289,AR/VR,Product_28,37700,18.08,No,,2019-02-12,http://example.com/pitchdeck/7720,5805,Competitor_57,9,7.02,74.18,5.95
4358de0b,Startup_7721,FinTech,Sub_10,Hyderabad,Tamil Nadu,2015,Founder_969,Series A,Grant,2377935,2,Investor_428,Investor_532,69849827,3548017,No,462,AI,Product_16,37924,22.22,Yes,Acquirer_763,2017-06-07,http://example.com/pitchdeck/7721,16349,Competitor_32,15,9.88,57.38,3.32
cffef45f,Startup_7722,Retail,Sub_8,Delhi,Maharashtra,2009,Founder_64,IPO,Grant,8130413,8,Investor_357,Investor_501,29426438,3282141,No,194,Cloud,Product_10,84714,45.45,No,,2022-10-24,http://example.com/pitchdeck/7722,30528,Competitor_3,9,8.54,50.02,5.45
61c41121,Startup_7723,FinTech,Sub_6,Bangalore,Tamil Nadu,2020,Founder_347,Series B,Grant,3410521,4,Investor_274,Investor_515,48590841,1581197,No,294,Big Data,Product_20,89727,47.86,Yes,Acquirer_282,2019-10-26,http://example.com/pitchdeck/7723,52275,Competitor_30,14,1.45,32.46,3.88
caa3e554,Startup_7724,Retail,Sub_7,Chennai,Tamil Nadu,2010,Founder_183,Series B,Equity,7005128,3,Investor_170,Investor_896,65186930,3289159,No,368,Big Data,Product_4,83616,9.94,No,Acquirer_733,2022-07-07,http://example.com/pitchdeck/7724,72814,Competitor_58,4,4.0,52.82,5.05
6fe1dd81,Startup_7725,AgriTech,Sub_9,Mumbai,Delhi,2005,Founder_251,Series A,Equity,547034,8,Investor_195,Investor_723,53090930,2296339,Yes,311,AI,Product_43,81166,49.7,Yes,,2021-10-16,http://example.com/pitchdeck/7725,20895,Competitor_23,9,4.33,72.29,4.58
d21a2f54,Startup_7726,TravelTech,Sub_4,Bangalore,Delhi,2017,Founder_772,Series C,Convertible Note,5571393,5,Investor_275,Investor_529,27621110,4027481,No,241,AR/VR,Product_49,26762,40.38,Yes,,2018-02-13,http://example.com/pitchdeck/7726,13699,Competitor_97,17,3.36,71.32,8.85
fc56ce6d,Startup_7727,FinTech,Sub_1,Pune,Maharashtra,2022,Founder_797,Series C,Equity,2097278,7,Investor_62,Investor_600,99556144,4009356,No,104,Big Data,Product_35,47506,18.36,Yes,,2016-11-03,http://example.com/pitchdeck/7727,51163,Competitor_61,9,9.45,75.09,2.87
613f9f18,Startup_7728,FinTech,Sub_4,Pune,Delhi,2012,Founder_490,Series C,Grant,8436465,9,Investor_163,Investor_923,73981709,3661173,Yes,213,Cloud,Product_9,47712,21.19,No,,2017-12-14,http://example.com/pitchdeck/7728,67354,Competitor_29,17,5.62,73.93,6.65
85788d01,Startup_7729,HealthTech,Sub_8,Pune,Karnataka,2006,Founder_548,Series C,Convertible Note,4139527,9,Investor_384,Investor_615,28196526,2168251,No,304,Big Data,Product_48,97637,27.71,No,,2020-08-25,http://example.com/pitchdeck/7729,21338,Competitor_100,19,7.15,29.1,8.8
092073dc,Startup_7730,Retail,Sub_1,Hyderabad,Maharashtra,2022,Founder_171,Series C,Convertible Note,1401346,1,Investor_270,Investor_829,83164455,3531676,Yes,303,Blockchain,Product_33,30716,22.51,Yes,,2017-10-18,http://example.com/pitchdeck/7730,48395,Competitor_71,12,8.73,28.81,2.72
0d3fc85d,Startup_7731,FoodTech,Sub_10,Bangalore,Telangana,2012,Founder_696,IPO,Equity,3103739,4,Investor_60,Investor_814,59362346,1188764,No,452,Blockchain,Product_13,56678,41.2,Yes,Acquirer_570,2022-01-07,http://example.com/pitchdeck/7731,84051,Competitor_4,4,4.4,72.25,9.43
37c736b5,Startup_7732,TravelTech,Sub_8,Mumbai,Delhi,2009,Founder_33,IPO,Equity,6990665,8,Investor_49,Investor_827,55151190,2880966,Yes,345,Big Data,Product_12,33215,10.5,Yes,,2015-05-06,http://example.com/pitchdeck/7732,40892,Competitor_45,2,3.88,25.75,3.65
3e4ad843,Startup_7733,EdTech,Sub_7,Delhi,Telangana,2015,Founder_507,Seed,Debt,9134494,6,Investor_102,Investor_1000,6670186,149632,No,485,AR/VR,Product_8,82571,49.97,Yes,,2023-05-01,http://example.com/pitchdeck/7733,44056,Competitor_41,10,9.42,71.9,8.09
58b536a8,Startup_7734,TravelTech,Sub_4,Mumbai,Karnataka,2004,Founder_293,Series D,Equity,4130795,4,Investor_263,Investor_691,21006102,497608,No,341,IoT,Product_26,31477,25.52,Yes,,2020-04-24,http://example.com/pitchdeck/7734,83812,Competitor_30,10,6.63,71.83,2.28
27e45777,Startup_7735,Retail,Sub_9,Delhi,Telangana,2017,Founder_750,Series C,Convertible Note,8366712,4,Investor_101,Investor_600,73097193,4826642,No,149,Big Data,Product_32,42984,8.74,Yes,,2020-09-06,http://example.com/pitchdeck/7735,2825,Competitor_37,7,8.63,34.53,5.64
d0172dd8,Startup_7736,TravelTech,Sub_6,Chennai,Maharashtra,2022,Founder_541,Series D,Debt,9756647,5,Investor_49,Investor_572,32831207,1487259,No,255,Blockchain,Product_35,91919,38.26,Yes,,2019-10-19,http://example.com/pitchdeck/7736,88147,Competitor_65,14,1.55,59.24,6.6
36a783a5,Startup_7737,FoodTech,Sub_6,Chennai,Maharashtra,2014,Founder_478,Series C,Convertible Note,8863425,1,Investor_173,Investor_533,35183053,345770,No,373,AI,Product_19,80310,27.5,Yes,,2023-02-11,http://example.com/pitchdeck/7737,37722,Competitor_32,4,5.78,60.2,2.8
8ef70dad,Startup_7738,Retail,Sub_2,Pune,Tamil Nadu,2020,Founder_826,Series D,Convertible Note,4089915,10,Investor_62,Investor_685,83874374,4323341,Yes,416,Big Data,Product_21,48605,5.94,No,,2022-08-12,http://example.com/pitchdeck/7738,50578,Competitor_27,8,6.18,78.69,1.11
e1484777,Startup_7739,Retail,Sub_7,Delhi,Karnataka,2011,Founder_601,IPO,Grant,3100208,8,Investor_43,Investor_934,83668930,672235,Yes,163,IoT,Product_48,10202,20.02,No,,2017-08-11,http://example.com/pitchdeck/7739,98394,Competitor_83,0,4.33,30.08,1.54
1d456221,Startup_7740,HealthTech,Sub_9,Pune,Karnataka,2008,Founder_630,Series A,Grant,727193,1,Investor_450,Investor_930,97992806,1291100,No,361,IoT,Product_28,62357,14.4,Yes,,2022-01-13,http://example.com/pitchdeck/7740,92538,Competitor_53,15,7.4,51.2,3.98
3a77d3ea,Startup_7741,FoodTech,Sub_5,Bangalore,Telangana,2000,Founder_313,IPO,Debt,5200084,1,Investor_205,Investor_519,3506837,3863456,No,416,Blockchain,Product_48,33763,6.67,No,Acquirer_526,2023-06-13,http://example.com/pitchdeck/7741,90604,Competitor_16,13,9.93,50.52,8.3
98cb0adb,Startup_7742,Retail,Sub_9,Chennai,Karnataka,2017,Founder_43,IPO,Equity,2430496,2,Investor_466,Investor_602,46012992,4141549,Yes,421,IoT,Product_43,63313,37.38,Yes,,2015-12-20,http://example.com/pitchdeck/7742,35654,Competitor_61,1,1.52,42.04,5.57
6efe5322,Startup_7743,AgriTech,Sub_7,Delhi,Delhi,2004,Founder_586,Series B,Equity,3993620,7,Investor_115,Investor_856,63081169,733793,Yes,139,Blockchain,Product_23,41160,48.74,Yes,,2018-06-26,http://example.com/pitchdeck/7743,59326,Competitor_36,11,8.68,27.23,9.09
27464490,Startup_7744,FoodTech,Sub_6,Hyderabad,Delhi,2009,Founder_553,Series B,Convertible Note,7456931,9,Investor_384,Investor_905,52857769,1348859,Yes,342,Big Data,Product_17,84775,14.33,No,,2018-07-11,http://example.com/pitchdeck/7744,23580,Competitor_5,13,1.4,20.81,8.94
b2807e18,Startup_7745,FoodTech,Sub_5,Chennai,Maharashtra,2004,Founder_157,Series B,Equity,3405445,5,Investor_200,Investor_735,4577200,4468509,No,443,Big Data,Product_44,77238,15.9,Yes,,2023-02-24,http://example.com/pitchdeck/7745,92095,Competitor_17,0,8.46,63.0,6.88
8ea97ecc,Startup_7746,TravelTech,Sub_5,Delhi,Tamil Nadu,2005,Founder_836,Series B,Grant,3678766,10,Investor_219,Investor_626,33485030,4911277,Yes,390,AR/VR,Product_30,85329,46.48,No,,2015-10-10,http://example.com/pitchdeck/7746,55482,Competitor_59,4,8.13,20.09,6.73
1aa87953,Startup_7747,TravelTech,Sub_5,Hyderabad,Karnataka,2014,Founder_334,Series C,Equity,8750572,9,Investor_304,Investor_615,58394671,2389285,Yes,110,Blockchain,Product_5,55043,43.99,Yes,,2016-04-06,http://example.com/pitchdeck/7747,95875,Competitor_91,20,1.92,71.73,5.63
95a87b68,Startup_7748,AgriTech,Sub_5,Hyderabad,Telangana,2014,Founder_887,Seed,Grant,9706143,2,Investor_399,Investor_888,11247225,2331409,Yes,489,Blockchain,Product_8,35046,47.8,Yes,,2017-12-04,http://example.com/pitchdeck/7748,83061,Competitor_27,9,4.68,23.09,5.75
e1590901,Startup_7749,FinTech,Sub_5,Mumbai,Telangana,2020,Founder_405,Series D,Equity,2463294,10,Investor_121,Investor_583,3007076,1229032,No,175,Blockchain,Product_7,2310,37.95,No,,2023-10-26,http://example.com/pitchdeck/7749,33744,Competitor_54,19,9.82,33.89,2.65
6468a500,Startup_7750,Retail,Sub_3,Pune,Delhi,2004,Founder_895,Series B,Convertible Note,2675862,10,Investor_86,Investor_867,72808283,4377333,Yes,110,AR/VR,Product_37,65029,10.74,Yes,,2021-05-19,http://example.com/pitchdeck/7750,69648,Competitor_42,5,1.75,21.27,1.33
54a46635,Startup_7751,FoodTech,Sub_9,Delhi,Delhi,2018,Founder_880,Series A,Debt,1540796,5,Investor_142,Investor_966,26261357,1343587,Yes,413,Blockchain,Product_47,5110,45.76,Yes,,2019-12-07,http://example.com/pitchdeck/7751,40204,Competitor_32,18,4.08,53.78,1.82
9289eb82,Startup_7752,EdTech,Sub_6,Delhi,Karnataka,2016,Founder_622,Series A,Debt,7990546,8,Investor_374,Investor_860,21068071,988793,No,432,Blockchain,Product_23,37085,5.64,Yes,,2022-09-17,http://example.com/pitchdeck/7752,89687,Competitor_77,10,6.83,28.0,8.71
cfc02852,Startup_7753,TravelTech,Sub_8,Hyderabad,Telangana,2003,Founder_114,IPO,Equity,973277,1,Investor_199,Investor_731,23594635,1653821,Yes,98,IoT,Product_40,13215,23.46,No,,2019-09-17,http://example.com/pitchdeck/7753,70163,Competitor_43,9,2.38,36.76,3.27
e9e695b2,Startup_7754,AgriTech,Sub_6,Delhi,Telangana,2022,Founder_739,Series D,Equity,3478480,7,Investor_104,Investor_793,34521056,3376237,No,53,Blockchain,Product_29,43773,39.67,Yes,,2015-03-26,http://example.com/pitchdeck/7754,43977,Competitor_51,8,9.04,41.31,1.76
07a9f85b,Startup_7755,EdTech,Sub_6,Delhi,Telangana,2014,Founder_693,Series A,Debt,3285528,7,Investor_197,Investor_846,62362413,1798114,No,227,AI,Product_40,62207,17.21,Yes,,2019-12-15,http://example.com/pitchdeck/7755,66708,Competitor_88,17,1.34,65.65,8.11
8f482253,Startup_7756,EdTech,Sub_3,Mumbai,Delhi,2011,Founder_9,Series C,Equity,354575,9,Investor_313,Investor_889,69943455,4918990,No,399,Blockchain,Product_50,35596,28.41,Yes,,2016-11-28,http://example.com/pitchdeck/7756,37418,Competitor_15,17,8.72,68.78,7.55
fd9c02af,Startup_7757,FoodTech,Sub_2,Bangalore,Tamil Nadu,2003,Founder_711,Series A,Debt,284702,9,Investor_321,Investor_657,14800337,1868514,Yes,353,AR/VR,Product_3,28842,41.81,Yes,,2019-11-06,http://example.com/pitchdeck/7757,45382,Competitor_82,8,3.44,55.22,3.63
c55fc373,Startup_7758,Retail,Sub_9,Bangalore,Delhi,2018,Founder_452,IPO,Debt,8363201,2,Investor_309,Investor_959,54084528,140142,Yes,390,AR/VR,Product_39,41254,28.57,Yes,,2023-12-25,http://example.com/pitchdeck/7758,80059,Competitor_18,12,5.77,41.19,7.72
b725a9a7,Startup_7759,AgriTech,Sub_7,Chennai,Maharashtra,2001,Founder_55,IPO,Debt,2303184,5,Investor_362,Investor_849,53008601,3245963,No,56,Big Data,Product_14,9698,7.91,Yes,Acquirer_911,2018-09-26,http://example.com/pitchdeck/7759,81817,Competitor_100,20,2.46,24.59,1.37
a1336f99,Startup_7760,AgriTech,Sub_8,Bangalore,Tamil Nadu,2001,Founder_783,Series C,Debt,7736583,3,Investor_226,Investor_675,85606875,4408446,Yes,257,Blockchain,Product_45,10549,12.96,Yes,,2019-04-19,http://example.com/pitchdeck/7760,18813,Competitor_57,7,4.43,26.33,4.92
eed95252,Startup_7761,FoodTech,Sub_1,Pune,Karnataka,2004,Founder_790,Series C,Grant,7324653,6,Investor_329,Investor_536,20007845,3403742,No,264,AI,Product_1,47589,42.62,No,,2023-01-28,http://example.com/pitchdeck/7761,15707,Competitor_94,0,5.43,32.81,1.23
8e2f4cd1,Startup_7762,EdTech,Sub_1,Hyderabad,Maharashtra,2011,Founder_284,Seed,Equity,5103446,3,Investor_470,Investor_770,9353233,2165787,No,33,Cloud,Product_2,67323,21.78,Yes,,2021-05-26,http://example.com/pitchdeck/7762,15057,Competitor_12,14,5.38,76.44,9.34
666fa327,Startup_7763,HealthTech,Sub_8,Mumbai,Delhi,2004,Founder_35,IPO,Convertible Note,810860,5,Investor_161,Investor_669,1669288,2466498,Yes,179,AR/VR,Product_36,8460,22.52,No,,2017-01-13,http://example.com/pitchdeck/7763,70549,Competitor_90,13,8.98,68.8,6.97
b4da7c0b,Startup_7764,FinTech,Sub_5,Bangalore,Maharashtra,2010,Founder_637,Series C,Grant,395319,1,Investor_305,Investor_808,94509193,4094754,Yes,387,Big Data,Product_43,45538,8.33,No,,2020-08-15,http://example.com/pitchdeck/7764,13984,Competitor_16,10,7.67,77.73,8.91
d887bb16,Startup_7765,AgriTech,Sub_7,Bangalore,Tamil Nadu,2008,Founder_190,Series B,Equity,2006400,10,Investor_357,Investor_590,97210012,2755398,No,421,AI,Product_45,89629,11.34,Yes,,2016-05-10,http://example.com/pitchdeck/7765,91965,Competitor_47,11,1.62,37.76,3.43
1dd783ad,Startup_7766,FoodTech,Sub_5,Hyderabad,Karnataka,2021,Founder_93,IPO,Convertible Note,8976500,10,Investor_19,Investor_602,60586878,1506417,No,26,AR/VR,Product_19,92246,44.52,No,Acquirer_630,2023-01-13,http://example.com/pitchdeck/7766,50623,Competitor_57,13,2.85,72.82,3.73
28fddee8,Startup_7767,FoodTech,Sub_2,Pune,Telangana,2010,Founder_594,Series C,Debt,3383748,1,Investor_14,Investor_995,48847992,1920162,No,464,AI,Product_33,58182,38.75,Yes,,2023-09-16,http://example.com/pitchdeck/7767,46382,Competitor_9,4,5.51,59.85,8.75
6ee5d016,Startup_7768,HealthTech,Sub_2,Pune,Tamil Nadu,2017,Founder_599,Seed,Grant,5584861,3,Investor_81,Investor_870,43187883,3529039,Yes,145,Blockchain,Product_27,36397,13.89,No,,2023-04-02,http://example.com/pitchdeck/7768,37533,Competitor_65,3,4.07,24.87,6.73
fc574509,Startup_7769,HealthTech,Sub_10,Bangalore,Maharashtra,2017,Founder_905,Series B,Debt,4618968,5,Investor_403,Investor_751,89204399,2825302,No,19,Cloud,Product_10,27630,9.32,Yes,,2018-02-17,http://example.com/pitchdeck/7769,71114,Competitor_81,9,7.04,45.83,4.54
b0f70203,Startup_7770,FoodTech,Sub_10,Mumbai,Tamil Nadu,2016,Founder_106,Series A,Debt,3122534,1,Investor_183,Investor_879,8025144,4520295,Yes,163,IoT,Product_41,54155,47.29,No,,2016-02-20,http://example.com/pitchdeck/7770,42626,Competitor_71,0,9.47,23.36,2.6
59fab8c4,Startup_7771,FinTech,Sub_8,Mumbai,Tamil Nadu,2007,Founder_656,Series D,Debt,6803706,6,Investor_179,Investor_811,19870878,1670390,No,88,IoT,Product_45,87077,45.1,No,,2017-09-01,http://example.com/pitchdeck/7771,48529,Competitor_81,5,6.8,65.77,5.73
fd68692e,Startup_7772,HealthTech,Sub_7,Pune,Delhi,2004,Founder_465,Series D,Debt,6475036,10,Investor_458,Investor_611,57972137,3360942,No,440,AI,Product_5,47380,39.25,No,,2019-01-19,http://example.com/pitchdeck/7772,41468,Competitor_70,3,4.45,25.62,8.83
4d82a893,Startup_7773,TravelTech,Sub_5,Hyderabad,Tamil Nadu,2014,Founder_158,Series D,Grant,8319578,10,Investor_1,Investor_584,55441036,4164507,Yes,48,IoT,Product_12,99502,11.41,Yes,,2017-05-05,http://example.com/pitchdeck/7773,33597,Competitor_54,2,1.75,20.04,1.29
287ebe17,Startup_7774,FinTech,Sub_9,Pune,Delhi,2005,Founder_236,Series B,Equity,6459008,1,Investor_78,Investor_776,88850429,1424606,No,342,AI,Product_44,19033,48.48,Yes,,2016-03-12,http://example.com/pitchdeck/7774,39949,Competitor_21,7,5.91,72.24,6.09
35511bb6,Startup_7775,TravelTech,Sub_3,Mumbai,Telangana,2003,Founder_779,Series D,Convertible Note,3590028,2,Investor_498,Investor_958,72056543,2512343,Yes,219,IoT,Product_34,82460,41.07,No,,2017-03-10,http://example.com/pitchdeck/7775,76831,Competitor_10,0,1.86,51.37,7.05
19bee39d,Startup_7776,EdTech,Sub_6,Pune,Delhi,2006,Founder_161,Seed,Debt,5753356,3,Investor_126,Investor_936,6612311,2717780,Yes,263,Cloud,Product_44,93938,8.31,Yes,Acquirer_602,2017-12-22,http://example.com/pitchdeck/7776,65198,Competitor_61,1,8.56,63.87,1.08
132cec45,Startup_7777,Retail,Sub_3,Bangalore,Karnataka,2011,Founder_491,IPO,Grant,8231630,3,Investor_159,Investor_750,51607030,1847616,Yes,295,Cloud,Product_31,87070,39.68,No,,2021-02-11,http://example.com/pitchdeck/7777,97388,Competitor_100,2,9.16,34.79,5.55
0332ec43,Startup_7778,TravelTech,Sub_9,Delhi,Maharashtra,2019,Founder_224,Series A,Equity,8003781,6,Investor_174,Investor_612,15420391,4277726,No,374,AR/VR,Product_46,30469,23.48,Yes,,2023-01-24,http://example.com/pitchdeck/7778,94660,Competitor_62,11,5.7,75.51,7.37
19dc0aeb,Startup_7779,FinTech,Sub_10,Hyderabad,Telangana,2007,Founder_365,Series A,Debt,1203482,9,Investor_366,Investor_893,14635718,4631547,No,127,Cloud,Product_28,9461,43.81,No,,2015-06-17,http://example.com/pitchdeck/7779,57623,Competitor_71,8,2.38,72.22,2.16
c079ab80,Startup_7780,EdTech,Sub_10,Pune,Telangana,2009,Founder_680,Series A,Grant,8233647,7,Investor_84,Investor_556,79912247,1425474,Yes,276,AR/VR,Product_5,13185,13.73,Yes,,2016-03-16,http://example.com/pitchdeck/7780,25666,Competitor_7,3,6.66,35.95,1.86
3b2e384a,Startup_7781,AgriTech,Sub_2,Delhi,Tamil Nadu,2023,Founder_841,Series C,Convertible Note,1981249,6,Investor_44,Investor_980,82047698,447431,Yes,143,Big Data,Product_38,88966,36.83,Yes,,2021-10-17,http://example.com/pitchdeck/7781,39526,Competitor_18,18,5.64,59.04,9.92
b613efef,Startup_7782,FinTech,Sub_8,Pune,Karnataka,2004,Founder_623,IPO,Debt,2341112,4,Investor_464,Investor_513,53119371,3650071,Yes,443,Cloud,Product_15,72820,38.42,Yes,,2017-10-14,http://example.com/pitchdeck/7782,37936,Competitor_82,10,8.7,64.67,8.71
ea9aaf68,Startup_7783,Retail,Sub_8,Bangalore,Delhi,2015,Founder_256,Seed,Grant,9040016,7,Investor_134,Investor_933,53455250,4286930,No,217,IoT,Product_27,9753,40.27,Yes,Acquirer_809,2019-02-17,http://example.com/pitchdeck/7783,77229,Competitor_19,3,8.34,46.05,2.8
6215efd7,Startup_7784,AgriTech,Sub_1,Bangalore,Karnataka,2000,Founder_130,Series C,Grant,8876684,6,Investor_47,Investor_570,43474282,1774385,No,241,Big Data,Product_1,80470,25.84,Yes,,2018-07-01,http://example.com/pitchdeck/7784,87952,Competitor_98,17,5.97,64.57,1.05
31569f57,Startup_7785,AgriTech,Sub_1,Mumbai,Tamil Nadu,2012,Founder_137,IPO,Debt,6394727,6,Investor_151,Investor_565,13373746,3867289,Yes,66,Blockchain,Product_1,15348,31.58,No,,2022-01-02,http://example.com/pitchdeck/7785,75499,Competitor_78,17,8.28,38.36,1.64
